,ImgId,title,description,categories,categories_id,categories_actual_id
57,B000207HA4,Brinkmann 812-3450-0 10-Pound Hickory Wood Chunks Bag,"Enhances the flavor of meat and vegetables when smoking or grilling. For use in charcoal, electric, and gas smokers/grills.","Patio, Lawn & Garden",5,16
58,B004E65W72,Ck Free By Calvin Klein Eau De Toilette Spray 3.4 Oz For Men,"Ck Free By Calvin Klein Eau De Toilette Spray 3.4 Oz For Men : This is a modern, masculine woody aromatic fragrance for men, from the popular Ck line and was created by perfumer Rodrigo Flores-Roux. Top notes incorporate absynth, jackfruit, star annis and juniper berries. The heart is a union of suede, coffee, tobacco leaf and bunch (Agathosma betulina).Base notes are redolent of oak, patchouli, cedar and ironwood.",All Beauty,15,0
59,B003201GB2,Jane Iredale D2O Hydration Spray 3.4 oz,"This facial spritz resists evaporation and helps to hydrate and plump the cells. Also containing ingredients that calm the skin and fight free radicals, D2O is a must for post-laser or after any kind of peel! Some makeup artists believe that D2O is the quintessential last step in applying our makeup. It sets the minerals in seconds. Contains seaweed extracts to help reduce sebaceous hypersecretion and regulate the pH of the skin Ylang ylang doesn't just have a heavenly scent; it also has a balancing action on the secretion of sebum, is an anti-depressant, a sedative and a supposed aphrodisiac!",All Beauty,12,0
60,B0002E7DHW,Baby Einstein Baby Neptune Carrier Toy Bar,Turn routine errands into undersea adventures for baby with the Baby Einstein Neptune Carrier Toy Bar. The brightly colored toy bar attaches to most infant carriers so baby can enjoy sea creatures and cute characters plus a bead chaser with beads and a bright movable fish and starfish. Parents can activate classical music so baby can watch fish swim to melodies of Handel and Strauss. Made of durable plastic.,Baby,20,5
61,B0000E5JLL,Zatarains Concentrated Crab and Shrimp Boil,Zatarains Liquid Crab Boil Concentrate contains the essential oils of the spices and seasonings in the original Crab & Shrimp Boil. This product is extremely hot and a little goes a long way.,Grocery & Gourmet Food,16,11
62,B003YMHZ1S,Shiseido White Lucent Intensive Spot Targeting Serum 1 oz / 30 ml,Addresses dark spots like sun & age spots acne marks & darkened pores Features a light & watery texture that quickly penetrates into skin Formulated with whitening ingredient 4MSK & m-Tranexamic Acid Helps banish dark spots & prevent their formation Blended with Multi-Target Vitamin C & natural Yomogi extract Unveils nourished & brighter skin in an even tone To use: Apply a small amount onto cleansed & toned face day & evening. Follow with moisturizer The quality of this unboxed item will be as fresh & genuine as the original packingProduct Line: Shiseido - White Lucent - Night CareProduct Size: 30ml/1oz,All Beauty,16,0
63,B000823DN6,Animal Hooded Towel - Ruby Rabbit,"Animal Hooded Towel-Babies and toddlers love these animal theme towels! They're extra long and wide and are made of ultra soft cotton terry. Each towel includes a coordinating satin trim. TOWELS SOLD SEPARATELY--NOT AS A SET. Available designs: Ruby Rabbit, Dotty Duck, Francis Frog and Bobbi Bear . Dimensions: 38"" x 33"". (Washcloths and finger puppets are sold separately)",Baby,9,5
64,B002HD8B8G,Maytag Jetclean Plus Series MDB8959AWB 24 Fully Integrated Dishwasher - Black,This ENERGY STAR qualified 100 stainless steel tub interior model retains heat and reduces sound Exclusive Silverware Blast spray jets focus 3 tiems the water pressure to help remove stuck on soils while the SteamClean option get glassware clean usin...,Appliances,1,2
65,B0000AHS9T,World Trend Ergo Grip 15042 Wild Ones Toothbrush (6 count),Wild Ones Ergo Grip Toothbrush (24 count),Industrial & Scientific,15,13
66,B000BQYK2C,Grrip(TM) - Industrial Black - Screw Cap With Brush,"Hercules, 1/4 PT, Grip Thread, All Purpose Sealant, Tough, Pliable, Non-Petroleum Based Seal For Joints, Valves, Flanges, & Gaskets, Brushable, Non-Separating, Sets Up Quickly & Dries To Form A Very Tough, Yet Flexible Seal Which Will Not Harden, Crack, Crumble, Or Shrink, For Use On Metals, Including Galvanized Steel, Black Iron, Aluminum, Copper, Brass, Stainless Steel, & On PVC, CPVC, ABS, & Plastics.",Industrial & Scientific,14,13
67,979080153X,Alpha Blue Perfume for Women 3.3 oz Eau De Parfum Spray,Alpha Blue Perfume for Women 3.3 oz Eau De Parfum Spray,Beauty,2,7
68,B00008GFOH,Accentus: Transcriptions,,Beauty,17,7
69,B00063DKVC,T-MOBILE SIDEKICK II,"It's here and it's better than ever. With a number of big improvements over the original Sidekick, the Sidekick II is a powerful mobile companion and tri-band world phone. Flip open the big color screen and shoot off unlimited e-mails on the better-than-ever QWERTY keyboard. Snap a photo with the new built-in camera and send it to your friends. Hop online and check your top Web picks. Or just pick up your Sidekick II and make a call.See it in action.DesignThe Sidekick II's email client supports up to three POP/IMAP accounts.The integrated VGA camera supports 640x480 resolution. There's even a flash for nighttime shots.AOL Instant Messenger comes installed on the handset.View any HTML website and navigate with ease using the Sidekick II's scroll wheel.The Sidekick II is designed to be easy to use in every way. The unique, 240 x 160 pixelss screen supports 65,000 colors and opens to reveal a full keyboard for all your text messaging, emailing and calendar updates. Many users complained about the original Sidekick's lack of buttons for quick access to basic functions. All that has been remedied in this new model. New dual purpose dedicated send/end and page up/down buttons make it easier to place calls and surf the Web. Previously, users had to go into the settings menu of the device to change the volume, but new dedicated external buttons make the process easier and more intuitive. What's more, there's now an external power button-- no more opening the display to turn the handset on. There's also a new external directional pad that can be accessed without opening the screen, a big plus for gaming applications. The Sidekick II retains the handy rocker switch on the right side of the device for quick menu navigation and selection.The overall size of the Sidekick II is another big change. The unit is approximately 25 percent thinner than the previous version. Overall, it has been improved to provide a more comfortable feel when used as a phone. It's also been designed with an integrated camera for the first time. The camera, LED flash unit and self portrait mirror are located on the back of the Sidekick II.The Sidekick II runs on the proprietary Hiptop OS, which is designed with a unique wheel-shaped menu for easy selection of applications and functions. The device is built with a total of 48 MB of internal memory.Calling FeaturesThe Sidekick II's phone book can hold up to a whopping 2000 contacts with multiple entries per contact. A call list remembers your most recent missed, received and dialed calls. The device also features a speakerphone for easy handsfree talking. Polyphonic ringtones with up to 16 chords are included and more ringtones can be downloaded from T-Mobile's t-zones service. Picture caller ID lets you assign a photo to specific callers. Similarly, a ringer ID lets you assign ringtones to callers. For those times you want to keep things discreet, there's a vibrate ringer mode.Messaging, Internet and ToolsThe Sidekick II covers all your messaging needs with support for text messaging and multimedia messaging (MMS) with images, sounds and pictures. When used in combination with the phone's built-in camera, MMS opens up a whole new world of messaging fun. If instant messaging is your thing, you can use the Sidekick II's built-in AOL Instant Messenger application to chat with buddies anywhere. Yahoo Messenger is also available via T-Mobile's application download service (T-Mobile messaging charges apply for text and instant messaging, unlimited messaging included in Sidekick data plan). AutoText word completion, which is a technology that makes it easier for people to enter words and text on handsets, is built into the unit-- a plus for mobile email and text messaging users.If you want email on the go, the Sidekick II has you covered there, as well. With Sidekick Unlimited service, you can get your own 6 MB e-mail account from T-Mobile or you can also set up as many as three other personal e-mail accounts to deliver e-mail directly to your Sidekick II's email application. Web browsing is also easy with the Sidekick II and the T-Mobile Sidekick Unlimited plan. View full web pages with the device's embedded browser and surf T-Mobile's t-zones service, which offers news headlines, weather updates, game and ringtone downloads, and more.The Sidekick ships with a number of handy tools, including a calendar with up to 1000 event entries, an alarm that can be set to notify you of calendar events and a to-do list. These tools can be synchronized with Microsoft Outlook via the Sidekick II's USB data connection or wirelessly via the Sidekick II's Intellisync technology. Intellisync is a unique web-based application that runs on any PC with a web browser. It allows you to view and update your calendar and contacts information and then upload them to your Sidekick II wirelessly. You can even view all the photos on your Sidekick II in gallery format. All of your data is stored remotely, so if your Sidekick is ever lost or stolen (gasp!) your data is safe and accessible.The Sidekick II allows you to send and receive virtual contact cards (vCards). vCards are a great way to easily save and share contact information with friends and colleagues. Lastly, if you need to find the keyhole after a night on the town, the Sidekick II has a mini LED flashlight.Imaging and EntertainmentThe Sidekick II has fun in its soul. Snap photos and share them with your friends via messaging or email, or via your online Intellisync gallery. The camera features a night mode for getting good shots in low-light situations.One game,Rock and Rocket, ships with the Sidekick II, and more are available via the t-zones service.Vital StatisticsThe Sidekick II weighs 6.49 ounces and measures 5.12 x 2.60 x 0.87 inches. Its lithium-ion battery is rated at up to 4.5 hours of digital talk time, and up to 60 hours of digital standby time. It runs on the GSM/GPRS 900/1800/1900 frequencies. The phone comes with a one year limited warranty.What's in the BoxSidekick II handset, hands-free headset, carry case, AC adaptor, application CD.",Cell Phones & Accessories,4,8
